Kennziffer;Raumeinheit;Aggregat;Durchschnittsalter der Bevölkerung;Siedlungsdichte in km²;Studierende je 100 Einwohner 18 bis 25 Jahre;Gesamtwanderungssaldo;Haushalte mit hohem Einkommen;Erreichbarkeit von Oberzentren;Bevölkerung gesamt
"145210330";"Jöhstadt. Stadt";"verbandsfreie Gemeinde";"47.08";"970.42";"0.00";"-7.75";"9.33";"49.67";"2837"
"145210355";"Lauter-Bernsbach. Stadt";"verbandsfreie Gemeinde";"47.12";"2205.99";"0.00";"1.11";"16.94";"33.67";"9018"
"145210370";"Lößnitz. Stadt";"verbandsfreie Gemeinde";"47.25";"2150.50";"0.00";"-7.79";"13.97";"28.32";"8985"
"145210390";"Marienberg. Stadt";"verbandsfreie Gemeinde";"46.66";"1302.19";"0.00";"-5.94";"14.05";"32.45";"17505"
"145210400";"Mildenau";"verbandsfreie Gemeinde";"45.69";"1264.68";"0.00";"-2.62";"16.99";"41.81";"3429"
"145210410";"Neukirchen/Erzgeb";"verbandsfreie Gemeinde";"48.26";"1762.47";"0.00";"2.37";"18.20";"11.36";"6743"
"145210440";"Oberwiesenthal. Kurort. Stadt";"verbandsfreie Gemeinde";"50.01";"693.25";"0.00";"-16.14";"18.24";"59.74";"2231"
"145210450";"Oelsnitz/Erzgeb. Stadt";"verbandsfreie Gemeinde";"47.74";"1667.81";"0.00";"-0.27";"13.79";"22.70";"11266"
"145210460";"Olbernhau. Stadt";"verbandsfreie Gemeinde";"49.43";"1717.75";"0.00";"-6.50";"12.09";"47.89";"11848"
"145210495";"Pockau-Lengefeld. Stadt";"verbandsfreie Gemeinde";"47.40";"1103.80";"0.00";"-8.22";"13.64";"37.47";"8027"
"145210500";"Raschau-Markersbach";"verbandsfreie Gemeinde";"49.01";"1260.00";"0.00";"-12.46";"15.03";"42.14";"5217"
"145210530";"Schneeberg. Stadt";"verbandsfreie Gemeinde";"48.17";"2401.52";"20.24";"3.90";"14.38";"24.02";"14353"
"145210540";"Schönheide";"verbandsfreie Gemeinde";"50.11";"1568.64";"0.00";"-8.23";"17.23";"38.65";"4738"
"145210550";"Schwarzenberg/Erzgeb. Stadt";"verbandsfreie Gemeinde";"47.88";"2027.24";"0.00";"-2.45";"12.86";"39.71";"17542"
"145210560";"Sehmatal";"verbandsfreie Gemeinde";"46.88";"1667.01";"0.00";"-7.94";"14.97";"43.46";"6674"
"145210600";"Stützengrün";"verbandsfreie Gemeinde";"46.38";"1264.37";"0.00";"-9.58";"15.89";"31.84";"3444"
"145210620";"Thalheim/Erzgeb. Stadt";"verbandsfreie Gemeinde";"48.53";"2709.05";"0.00";"-9.07";"17.44";"21.98";"6617"
"145210630";"Thermalbad Wiesenbad";"verbandsfreie Gemeinde";"45.05";"1093.79";"0.00";"-9.27";"14.80";"37.34";"3453"
"145210640";"Thum. Stadt";"verbandsfreie Gemeinde";"46.30";"2049.23";"0.00";"-6.15";"17.96";"24.91";"5367"
"145210670";"Wolkenstein. Stadt";"verbandsfreie Gemeinde";"47.57";"1201.85";"0.00";"-7.10";"11.30";"30.28";"3941"
"145215101";"Bärenstein-Königswalde";"Gemeindeverband";"46.10";"1534.22";"0.00";"3.18";"15.69";"45.29";"4716"
"145215103";"Burkhardtsdorf";"Gemeindeverband";"47.31";"1832.48";"0.00";"-4.78";"16.91";"19.30";"10868"
"145215110";"Geyer";"Gemeindeverband";"47.57";"1934.30";"0.00";"-3.74";"15.94";"36.26";"4818"
"145215115";"Lugau";"Gemeindeverband";"48.49";"2037.43";"0.00";"-4.08";"14.73";"18.25";"11036"
"145215130";"Scheibenberg-Schlettau";"Gemeindeverband";"45.97";"1445.05";"0.00";"-6.69";"18.08";"41.52";"4633"
"145215132";"Seiffen/Erzgeb";"Gemeindeverband";"47.84";"1099.73";"0.00";"-11.44";"13.95";"61.71";"4194"
"145215133";"Stollberg/Erzgeb";"Gemeindeverband";"48.48";"1543.15";"0.00";"-1.91";"14.41";"16.99";"12564"
"145215138";"Zschopau";"Gemeindeverband";"48.45";"1908.18";"0.00";"1.86";"14.97";"17.15";"13474"
"145215139";"Zschorlau";"Gemeindeverband";"48.06";"1677.65";"0.00";"-4.50";"17.50";"30.99";"7781"
"145215140";"Zwönitz";"Gemeindeverband";"46.51";"1447.59";"0.00";"-0.52";"13.96";"31.17";"15455"
"145215405";"Wildenstein";"Gemeindeverband";"47.13";"1250.42";"0.00";"-12.63";"14.04";"26.19";"4512"
"145220020";"Augustusburg. Stadt";"verbandsfreie Gemeinde";"48.96";"1474.43";"0.00";"-3.43";"18.16";"21.29";"4670"
"145220035";"Bobritzsch-Hilbersdorf";"verbandsfreie Gemeinde";"44.54";"1292.13";"0.00";"-1.02";"17.54";"41.18";"5893"
"145220050";"Brand-Erbisdorf. Stadt";"verbandsfreie Gemeinde";"47.72";"1542.40";"0.00";"-8.56";"12.09";"38.41";"9932"
"145220070";"Claußnitz";"verbandsfreie Gemeinde";"45.81";"1240.16";"0.00";"-6.56";"18.92";"20.34";"3202"
"145220080";"Döbeln. Stadt";"verbandsfreie Gemeinde";"47.10";"1683.60";"0.00";"-2.58";"16.30";"38.31";"24038"
"145220110";"Eppendorf";"verbandsfreie Gemeinde";"47.83";"1360.32";"0.00";"-2.08";"15.20";"33.50";"4329"
"145220120";"Erlau";"verbandsfreie Gemeinde";"47.04";"945.88";"0.00";"-4.89";"13.06";"30.21";"3275"
"145220140";"Flöha. Stadt";"verbandsfreie Gemeinde";"48.95";"1980.73";"0.00";"-8.00";"15.83";"16.35";"11128"
"145220150";"Frankenberg/Sa. Stadt";"verbandsfreie Gemeinde";"47.28";"1665.27";"0.00";"-1.37";"16.14";"18.39";"14602"
"145220170";"Frauenstein. Stadt";"verbandsfreie Gemeinde";"46.90";"828.74";"0.00";"-12.97";"16.72";"42.91";"3006"
"145220180";"Freiberg. Stadt. Universitätsstadt";"verbandsfreie Gemeinde";"46.29";"2867.91";"142.98";"11.50";"15.49";"38.40";"40268"
"145220190";"Geringswalde. Stadt";"verbandsfreie Gemeinde";"49.61";"1480.21";"0.00";"-7.04";"12.68";"41.38";"4404"
"145220200";"Großhartmannsdorf";"verbandsfreie Gemeinde";"46.40";"1159.72";"0.00";"-6.24";"12.83";"44.53";"2566"
"145220210";"Großschirma. Stadt";"verbandsfreie Gemeinde";"46.05";"827.70";"0.00";"-7.88";"17.58";"36.87";"5708"
"145220220";"Großweitzschen";"verbandsfreie Gemeinde";"47.06";"626.85";"0.00";"1.39";"19.33";"43.66";"2876"
"145220230";"Hainichen. Stadt";"verbandsfreie Gemeinde";"47.05";"1320.40";"0.00";"-5.10";"17.54";"23.44";"8626"
"145220240";"Halsbrücke";"verbandsfreie Gemeinde";"46.37";"1180.78";"0.00";"-8.82";"17.33";"37.12";"5213"
"145220250";"Hartha. Stadt";"verbandsfreie Gemeinde";"50.34";"1384.48";"0.00";"-3.79";"17.49";"42.80";"7396"
"145220260";"Hartmannsdorf";"verbandsfreie Gemeinde";"48.36";"1168.27";"0.00";"-3.14";"17.62";"14.37";"4456"
"145220290";"Königshain-Wiederau";"verbandsfreie Gemeinde";"46.11";"1159.65";"0.00";"-2.62";"18.40";"25.78";"2674"
"145220300";"Kriebstein";"verbandsfreie Gemeinde";"48.80";"884.43";"0.00";"-0.90";"13.01";"34.63";"2231"
"145220310";"Leisnig. Stadt";"verbandsfreie Gemeinde";"48.71";"1080.05";"0.00";"-3.73";"19.69";"44.16";"8586"
"145220320";"Leubsdorf";"verbandsfreie Gemeinde";"45.78";"1201.06";"0.00";"-4.00";"15.19";"27.42";"3500"
"145220330";"Lichtenau";"verbandsfreie Gemeinde";"46.37";"956.31";"0.00";"-5.70";"18.39";"14.38";"7372"
"145220350";"Lunzenau. Stadt";"verbandsfreie Gemeinde";"49.38";"1357.28";"0.00";"-14.84";"17.58";"25.04";"4515"
"145220390";"Mulda/Sa";"verbandsfreie Gemeinde";"46.44";"936.26";"0.00";"-21.44";"18.35";"51.39";"2612"
"145220400";"Neuhausen/Erzgeb";"verbandsfreie Gemeinde";"50.09";"880.47";"0.00";"-12.63";"13.74";"61.08";"2771"
"145220420";"Niederwiesa";"verbandsfreie Gemeinde";"47.14";"1515.43";"0.00";"-3.84";"19.98";"10.49";"4950"
"145220430";"Oberschöna";"verbandsfreie Gemeinde";"45.16";"959.48";"0.00";"-12.25";"19.67";"30.63";"3347"
"145220440";"Oederan. Stadt";"verbandsfreie Gemeinde";"47.23";"1081.53";"0.00";"-5.45";"17.93";"23.49";"8258"
"145220460";"Penig. Stadt";"verbandsfreie Gemeinde";"49.60";"1055.78";"0.00";"-6.80";"17.34";"20.71";"9263"
"145220470";"Rechenberg-Bienenmühle";"verbandsfreie Gemeinde";"48.13";"524.40";"0.00";"-1.47";"7.05";"50.36";"2041"
"145220480";"Reinsberg";"verbandsfreie Gemeinde";"43.39";"845.80";"0.00";"-5.67";"9.93";"32.22";"2998"
"145220500";"Rossau";"verbandsfreie Gemeinde";"45.39";"827.52";"0.00";"2.80";"17.83";"24.42";"3566"
"145220510";"Roßwein. Stadt";"verbandsfreie Gemeinde";"48.88";"1335.27";"0.00";"-7.62";"17.20";"37.13";"7611"
"145220540";"Striegistal";"verbandsfreie Gemeinde";"45.17";"777.02";"0.00";"4.44";"12.14";"28.15";"4958"
"145220570";"Waldheim. Stadt";"verbandsfreie Gemeinde";"47.46";"1793.23";"0.00";"7.04";"17.84";"36.43";"9239"
"145220580";"Wechselburg";"verbandsfreie Gemeinde";"47.25";"856.62";"0.00";"-0.52";"14.09";"29.69";"1929"
"145225102";"Burgstädt";"Gemeindeverband";"48.07";"1817.12";"0.00";"-2.38";"17.76";"18.18";"15578"
"145225113";"Lichtenberg-Weißenborn";"Gemeindeverband";"46.18";"1142.89";"0.00";"8.64";"19.95";"47.93";"5323"
"145225119";"Mittweida";"Gemeindeverband";"47.74";"1987.13";"582.28";"-5.15";"16.35";"24.67";"16907"
"145225123";"Ostrau";"Gemeindeverband";"46.62";"848.01";"0.00";"-15.83";"15.94";"41.88";"5055"
"145225126";"Rochlitz";"Gemeindeverband";"49.01";"1146.78";"0.00";"-5.21";"16.96";"33.13";"10169"
"145225129";"Sayda/Dorfchemnitz";"Gemeindeverband";"47.52";"939.18";"0.00";"7.04";"12.24";"56.43";"3550"
"145230010";"Adorf/Vogtl. Stadt";"verbandsfreie Gemeinde";"49.53";"1142.40";"0.00";"6.57";"16.89";"25.00";"5178"
"145230020";"Auerbach/Vogtl. Stadt";"verbandsfreie Gemeinde";"48.73";"1952.08";"0.00";"-2.41";"13.94";"26.88";"19076"
"145230030";"Bad Brambach";"verbandsfreie Gemeinde";"50.81";"546.72";"0.00";"12.57";"19.14";"27.43";"1989"
"145230040";"Bad Elster. Stadt";"verbandsfreie Gemeinde";"51.96";"1339.21";"0.00";"4.34";"15.76";"20.31";"3690"
"145230090";"Ellefeld";"verbandsfreie Gemeinde";"49.11";"1794.48";"0.00";"-10.85";"10.38";"25.78";"2674"
"145230100";"Elsterberg. Stadt";"verbandsfreie Gemeinde";"49.82";"1566.16";"0.00";"-12.67";"18.18";"17.57";"4263"
"145230160";"Klingenthal. Stadt";"verbandsfreie Gemeinde";"50.90";"1579.96";"0.00";"-9.14";"12.69";"38.98";"9078"
"145230170";"Lengenfeld. Stadt";"verbandsfreie Gemeinde";"48.19";"1109.10";"0.00";"-13.65";"14.74";"21.74";"7325"
"145230200";"Markneukirchen. Stadt";"verbandsfreie Gemeinde";"48.47";"1471.51";"0.00";"-6.92";"14.37";"30.78";"7951"
"145230245";"Muldenhammer";"verbandsfreie Gemeinde";"49.41";"848.63";"0.00";"-2.44";"13.60";"31.41";"3272"
"145230280";"Neumark";"verbandsfreie Gemeinde";"47.29";"1029.97";"0.00";"5.00";"13.81";"14.65";"3002"
"145230310";"Pausa-Mühltroff. Stadt";"verbandsfreie Gemeinde";"48.75";"1091.14";"0.00";"0.57";"14.48";"18.80";"5230"
"145230320";"Plauen. Stadt";"verbandsfreie Gemeinde";"47.61";"2387.12";"0.00";"4.03";"12.75";"0.00";"63967"
"145230330";"Pöhl";"verbandsfreie Gemeinde";"48.11";"715.19";"0.00";"-15.22";"17.81";"18.05";"2562"
"145230360";"Rodewisch. Stadt";"verbandsfreie Gemeinde";"48.84";"1366.53";"0.00";"-4.06";"16.98";"25.67";"6650"
"145230365";"Rosenbach/Vogtl";"verbandsfreie Gemeinde";"47.19";"935.09";"0.00";"-3.70";"15.00";"12.29";"4319"
"145230380";"Steinberg";"verbandsfreie Gemeinde";"48.17";"1339.52";"0.00";"14.71";"18.59";"32.29";"2856"
"145230450";"Weischlitz";"verbandsfreie Gemeinde";"47.30";"832.77";"0.00";"-11.41";"15.00";"6.53";"6049"
"145235107";"Falkenstein";"Gemeindeverband";"48.96";"1437.35";"0.00";"-0.18";"14.78";"23.17";"11142"
"145235120";"Netzschkau-Limbach";"Gemeindeverband";"49.29";"1479.89";"0.00";"-1.07";"15.26";"20.41";"5600"
"145235122";"Oelsnitz/Vogtl. Bösenbrunn. Eichigt und Triebel/V";"Gemeindeverband";"47.94";"987.15";"0.00";"-9.03";"11.86";"16.70";"14514"
"145235125";"Reichenbach im Vogtland";"Gemeindeverband";"48.85";"1878.31";"3.02";"-4.49";"13.64";"19.50";"23615"
"145235131";"Schöneck/Mühlental";"Gemeindeverband";"47.68";"829.52";"0.00";"-1.94";"15.94";"24.99";"4648"
"145235134";"Treuen/Neuensalz";"Gemeindeverband";"47.77";"1043.05";"0.00";"-3.57";"15.51";"14.76";"10350"
"145235402";"Jägerswald";"Gemeindeverband";"47.19";"1101.36";"0.00";"-4.43";"14.59";"14.92";"4970"
"145240020";"Callenberg";"verbandsfreie Gemeinde";"46.15";"1059.20";"0.00";"-12.85";"16.65";"20.49";"5136"
"145240060";"Fraureuth";"verbandsfreie Gemeinde";"48.44";"1657.46";"0.00";"0.95";"17.25";"18.87";"5241"
"145240070";"Gersdorf";"verbandsfreie Gemeinde";"48.40";"1889.20";"0.00";"2.17";"18.84";"23.35";"4140"
"145240080";"Glauchau. Stadt";"verbandsfreie Gemeinde";"48.49";"1792.42";"0.00";"0.30";"13.15";"16.70";"23131"
"145240090";"Hartenstein. Stadt";"verbandsfreie Gemeinde";"46.35";"1195.63";"0.00";"5.30";"13.50";"20.14";"4721"
"145240120";"Hohenstein-Ernstthal. Stadt";"verbandsfreie Gemeinde";"49.77";"2437.50";"0.00";"5.97";"14.90";"21.78";"15076"
"145240140";"Langenbernsdorf";"verbandsfreie Gemeinde";"47.05";"1137.70";"0.00";"-4.41";"17.72";"19.71";"3628"
"145240150";"Langenweißbach";"verbandsfreie Gemeinde";"46.56";"1166.05";"0.00";"-12.56";"11.13";"22.48";"2547"
"145240170";"Lichtentanne";"verbandsfreie Gemeinde";"48.55";"1658.12";"0.00";"11.15";"18.55";"7.66";"6634"
"145240200";"Mülsen";"verbandsfreie Gemeinde";"47.73";"2136.77";"0.00";"-0.60";"18.11";"9.83";"11626"
"145240210";"Neukirchen/Pleiße";"verbandsfreie Gemeinde";"46.65";"1510.34";"0.00";"-2.70";"10.37";"18.78";"4076"
"145240230";"Oberlungwitz. Stadt";"verbandsfreie Gemeinde";"48.65";"1883.81";"0.00";"0.33";"17.25";"21.96";"6011"
"145240250";"Reinsdorf";"verbandsfreie Gemeinde";"47.19";"1893.25";"0.00";"-7.22";"17.72";"6.64";"7754"
"145240300";"Werdau. Stadt";"verbandsfreie Gemeinde";"48.53";"1948.28";"0.00";"-0.19";"13.47";"14.71";"21114"
"145240310";"Wildenfels. Stadt";"verbandsfreie Gemeinde";"47.38";"1315.47";"0.00";"-3.97";"17.81";"14.62";"3779"
"145240320";"Wilkau-Haßlau. Stadt";"verbandsfreie Gemeinde";"49.13";"2438.39";"0.00";"-6.25";"14.50";"9.39";"10244"
"145240330";"Zwickau. Stadt";"verbandsfreie Gemeinde";"47.45";"2220.14";"88.36";"-1.59";"13.99";"0.00";"91564"
"145245104";"Crimmitschau-Dennheritz";"Gemeindeverband";"47.90";"1772.84";"0.00";"-4.24";"13.62";"19.75";"20746"
"145245111";"Kirchberg";"Gemeindeverband";"47.96";"1433.11";"0.00";"0.61";"16.62";"20.62";"13069"
"145245114";"Limbach-Oberfrohna";"Gemeindeverband";"47.41";"2267.21";"0.00";"-5.16";"14.64";"16.74";"26343"
"145245118";"Meerane-Schönberg";"Gemeindeverband";"49.09";"2120.14";"0.00";"-3.45";"13.04";"21.66";"15952"
"145245128";"Rund um den Auersberg";"Gemeindeverband";"48.66";"1870.87";"0.00";"-9.50";"15.95";"16.31";"17580"
"145245135";"Waldenburg";"Gemeindeverband";"47.07";"1210.22";"0.00";"-3.45";"15.95";"24.94";"6950"
"146120000";"Dresden. Stadt";"verbandsfreie Gemeinde";"42.54";"3995.12";"97.56";"8.73";"12.60";"0.00";"530754"
"146250010";"Arnsdorf";"verbandsfreie Gemeinde";"45.01";"1222.53";"0.00";"2.52";"20.70";"30.18";"4769"
"146250020";"Bautzen / Budyšin. Stadt";"verbandsfreie Gemeinde";"46.74";"2210.34";"0.00";"0.98";"17.13";"0.00";"39607"
"146250030";"Bernsdorf. Stadt";"verbandsfreie Gemeinde";"47.94";"950.95";"0.00";"1.80";"16.44";"17.64";"6670"
"146250060";"Burkau";"verbandsfreie Gemeinde";"45.39";"770.59";"0.00";"-3.31";"14.60";"18.02";"2721"
"146250090";"Cunewalde";"verbandsfreie Gemeinde";"49.34";"1389.35";"0.00";"-7.60";"16.16";"18.90";"4869"
"146250100";"Demitz-Thumitz";"verbandsfreie Gemeinde";"47.52";"1090.73";"0.00";"-13.68";"14.10";"16.41";"2777"
"146250110";"Doberschau-Gaußig / Dobruša-Huska";"verbandsfreie Gemeinde";"44.31";"1082.47";"0.00";"-12.55";"18.78";"8.62";"4224"
"146250120";"Elsterheide / Halštrowska Hola";"verbandsfreie Gemeinde";"46.19";"476.63";"0.00";"-4.14";"13.73";"5.38";"3623"
"146250130";"Elstra. Stadt";"verbandsfreie Gemeinde";"45.12";"1109.49";"0.00";"5.52";"13.79";"20.53";"2899"
"146250150";"Göda / Hod?ij";"verbandsfreie Gemeinde";"45.93";"782.07";"0.00";"-1.27";"14.38";"9.13";"3161"
"146250160";"Großdubrau / Wulka Dubrawa";"Gemeindeverband";"46.86";"779.60";"0.00";"-13.12";"12.99";"15.16";"4268"
"146250200";"Großröhrsdorf. Stadt";"verbandsfreie Gemeinde";"46.67";"2207.64";"0.00";"5.12";"18.34";"24.02";"9578"
"146250220";"Haselbachtal";"verbandsfreie Gemeinde";"47.09";"1278.68";"0.00";"-8.12";"18.26";"29.18";"4066"
"146250230";"Hochkirch / Bukecy";"verbandsfreie Gemeinde";"45.51";"773.06";"0.00";"-4.27";"21.18";"14.21";"2341"
"146250240";"Hoyerswerda / Wojerecy. Stadt";"verbandsfreie Gemeinde";"51.47";"1836.45";"0.00";"-9.53";"17.04";"0.00";"34317"
"146250250";"Kamenz / Kamjenc. Stadt";"verbandsfreie Gemeinde";"47.02";"1308.49";"0.00";"-4.13";"17.98";"28.06";"17449"
"146250280";"Königswartha / Rakecy";"Gemeindeverband";"46.03";"868.58";"0.00";"-12.46";"19.37";"19.37";"3611"
"146250290";"Kubschütz / Kubšicy";"verbandsfreie Gemeinde";"46.43";"478.15";"0.00";"-18.57";"10.33";"9.50";"2585"
"146250310";"Lauta. Stadt";"verbandsfreie Gemeinde";"48.91";"1051.17";"0.00";"-12.11";"17.94";"13.99";"8838"
"146250330";"Lohsa / ?az";"verbandsfreie Gemeinde";"47.86";"570.02";"0.00";"-4.84";"18.61";"17.81";"5577"
"146250340";"Malschwitz / Malešecy";"verbandsfreie Gemeinde";"45.35";"691.73";"0.00";"-6.28";"14.04";"12.18";"4940"
"146250380";"Neukirch/Lausitz";"verbandsfreie Gemeinde";"47.39";"1532.42";"0.00";"-0.99";"17.68";"17.22";"5074"
"146250420";"Oßling";"verbandsfreie Gemeinde";"46.03";"866.41";"0.00";"4.27";"16.73";"18.59";"2341"
"146250430";"Ottendorf-Okrilla";"verbandsfreie Gemeinde";"45.17";"1428.51";"0.00";"3.54";"18.80";"18.38";"9884"
"146250480";"Radeberg. Stadt";"verbandsfreie Gemeinde";"46.30";"2305.61";"0.00";"7.71";"15.94";"22.35";"18153"
"146250490";"Radibor / Radwor";"verbandsfreie Gemeinde";"44.63";"717.85";"0.00";"-7.17";"17.18";"11.13";"3206"
"146250525";"Schirgiswalde-Kirschau. Stadt";"verbandsfreie Gemeinde";"47.43";"1578.80";"0.00";"-13.50";"15.51";"16.90";"6518"
"146250530";"Schmölln-Putzkau";"verbandsfreie Gemeinde";"48.14";"844.29";"0.00";"-15.20";"19.34";"22.53";"3092"
"146250550";"Schwepnitz";"verbandsfreie Gemeinde";"46.90";"769.49";"0.00";"-11.91";"16.86";"27.84";"2518"
"146250560";"Sohland a d Spree";"verbandsfreie Gemeinde";"47.92";"1335.56";"0.00";"-11.62";"13.86";"20.62";"6885"
"146250570";"Spreetal / Sprjewiny Do?";"Gemeindeverband";"47.73";"202.24";"0.00";"-7.21";"12.65";"12.65";"1943"
"146250590";"Steinigtwolmsdorf";"verbandsfreie Gemeinde";"48.40";"1440.89";"0.00";"-3.02";"18.39";"22.99";"2977"
"146250600";"Wachau";"verbandsfreie Gemeinde";"44.71";"1096.44";"0.00";"1.62";"13.44";"24.03";"4321"
"146250610";"Weißenberg / Wóspork. Stadt";"verbandsfreie Gemeinde";"45.35";"708.54";"0.00";"7.01";"18.49";"16.44";"3280"
"146250630";"Wilthen. Stadt";"verbandsfreie Gemeinde";"49.85";"2123.21";"0.00";"-5.50";"15.42";"14.44";"5268"
"146250640";"Wittichenau / Kulow. Stadt";"verbandsfreie Gemeinde";"43.58";"1138.07";"0.00";"1.37";"19.60";"10.56";"5830"
"146255207";"Bischofswerda";"Gemeindeverband";"47.65";"1444.82";"0.00";"3.84";"16.94";"20.98";"13019"
"146255211";"Großharthau";"Gemeindeverband";"45.66";"1018.61";"0.00";"-15.67";"11.03";"24.97";"3702"
"146255212";"Großpostwitz/OL";"Gemeindeverband";"47.25";"1245.99";"0.00";"1.24";"18.89";"9.24";"4841"
"146255218";"Königsbrück";"Gemeindeverband";"46.30";"816.72";"0.00";"1.88";"14.76";"29.83";"7970"
"146255223";"Neschwitz";"Gemeindeverband";"44.35";"752.98";"0.00";"-9.23";"18.66";"15.99";"3357"
"146255231";"Pulsnitz";"Gemeindeverband";"46.25";"1648.54";"0.00";"0.14";"15.45";"23.56";"14170"
"146255501";"Am Klosterwasser";"Gemeindeverband";"42.62";"1035.68";"0.00";"-7.03";"14.39";"21.47";"7111"
"146260060";"Boxberg/OL / Hamor";"Gemeindeverband";"48.88";"227.10";"0.00";"-3.99";"17.54";"35.38";"4756"
"146260085";"Ebersbach-Neugersdorf. Stadt";"verbandsfreie Gemeinde";"50.46";"1550.57";"0.00";"-14.75";"17.00";"25.59";"12951"
"146260110";"Görlitz. Stadt";"verbandsfreie Gemeinde";"47.31";"2352.86";"50.30";"5.77";"14.20";"0.00";"54042"
"146260180";"Herrnhut. Stadt";"verbandsfreie Gemeinde";"46.40";"883.31";"0.00";"5.05";"15.08";"34.81";"6335"
"146260245";"Kottmar";"verbandsfreie Gemeinde";"49.62";"1158.72";"0.00";"-6.32";"15.37";"33.03";"7752"
"146260250";"Krauschwitz id OL / Krušwica";"Gemeindeverband";"47.88";"513.01";"0.00";"3.63";"17.47";"43.43";"3584"
"146260280";"Leutersdorf";"verbandsfreie Gemeinde";"48.49";"1334.83";"0.00";"-6.17";"12.20";"35.13";"3729"
"146260300";"Markersdorf";"verbandsfreie Gemeinde";"45.11";"662.64";"0.00";"-7.53";"19.14";"13.72";"3986"
"146260310";"Mittelherwigsdorf";"verbandsfreie Gemeinde";"49.34";"870.02";"0.00";"-6.85";"17.39";"39.51";"3648"
"146260370";"Niesky. Stadt";"verbandsfreie Gemeinde";"49.28";"1042.95";"0.00";"-6.67";"18.99";"24.93";"9591"
"146260390";"Oderwitz";"verbandsfreie Gemeinde";"50.16";"1093.89";"0.00";"0.57";"12.33";"39.02";"5290"
"146260420";"Ostritz. Stadt";"verbandsfreie Gemeinde";"49.36";"923.83";"0.00";"6.53";"19.38";"16.91";"2451"
"146260530";"Seifhennersdorf. Stadt";"verbandsfreie Gemeinde";"50.83";"1257.38";"0.00";"-0.52";"13.64";"37.32";"3883"
"146260610";"Zittau. Stadt";"verbandsfreie Gemeinde";"48.73";"1609.70";"94.71";"-1.31";"15.90";"34.36";"25950"
"146265203";"Bad Muskau";"Gemeindeverband";"48.34";"799.23";"0.00";"-2.44";"16.86";"41.61";"5323"
"146265206";"Bernstadt / Schönau-Berzdorf";"Gemeindeverband";"47.78";"890.64";"0.00";"-8.57";"15.38";"23.93";"5016"
"146265214";"Großschönau-Hainewalde";"Gemeindeverband";"49.74";"1138.45";"0.00";"-1.50";"17.58";"44.17";"7321"
"146265220";"Löbau";"Gemeindeverband";"47.36";"1153.14";"0.00";"0.05";"15.68";"25.39";"20441"
"146265224";"Neusalza-Spremberg";"Gemeindeverband";"48.52";"1050.95";"0.00";"-0.89";"15.77";"23.32";"5610"
"146265227";"Olbersdorf";"Gemeindeverband";"49.63";"1205.04";"0.00";"-2.36";"16.96";"43.27";"10590"
"146265228";"Oppach-Beiersdorf";"Gemeindeverband";"48.37";"1173.09";"0.00";"0.82";"17.30";"18.93";"3679"
"146265232";"Reichenbach/OL";"Gemeindeverband";"46.77";"746.94";"0.00";"-10.16";"16.71";"19.30";"7970"
"146265233";"Rietschen";"Gemeindeverband";"49.18";"432.91";"0.00";"-11.85";"13.41";"35.48";"3544"
"146265235";"Rothenburg/OL";"Gemeindeverband";"47.99";"411.95";"213.12";"-11.88";"16.28";"30.47";"6063"
"146265237";"Schleife";"Gemeindeverband";"47.16";"512.95";"0.00";"6.36";"17.26";"33.14";"4715"
"146265242";"Weißwasser/OL";"Gemeindeverband";"49.01";"1186.95";"0.00";"-8.24";"17.15";"44.09";"18563"
"146265502";"Diehsa";"Gemeindeverband";"46.24";"498.34";"0.00";"-10.94";"11.45";"24.60";"6765"
"146265503";"Weißer Schöps/Neiße";"Gemeindeverband";"45.56";"504.27";"0.00";"-1.97";"12.48";"17.54";"8620"
"146270010";"Coswig. Stadt";"verbandsfreie Gemeinde";"48.73";"2513.99";"0.00";"0.78";"17.72";"28.63";"20560"
"146270020";"Diera-Zehren";"verbandsfreie Gemeinde";"47.35";"930.48";"0.00";"-2.36";"17.38";"40.33";"3391"
"146270030";"Ebersbach";"verbandsfreie Gemeinde";"44.55";"931.52";"0.00";"-4.46";"13.41";"27.32";"4488"
"146270050";"Gröditz. Stadt";"verbandsfreie Gemeinde";"48.46";"1643.89";"0.00";"-7.84";"17.97";"55.44";"7524"
"146270060";"Großenhain. Stadt";"verbandsfreie Gemeinde";"46.91";"1240.19";"0.00";"-2.45";"14.13";"39.55";"18384"
"146270070";"Hirschstein";"verbandsfreie Gemeinde";"46.95";"884.14";"0.00";"-19.95";"9.73";"50.21";"2105"
"146270080";"Käbschütztal";"verbandsfreie Gemeinde";"43.84";"845.12";"0.00";"9.34";"11.68";"37.73";"2784"
"146270100";"Klipphausen";"verbandsfreie Gemeinde";"43.92";"1009.38";"0.00";"7.51";"18.59";"27.17";"10254"
"146270130";"Lommatzsch. Stadt";"verbandsfreie Gemeinde";"48.94";"1101.32";"0.00";"-4.83";"16.33";"44.86";"5180"
"146270140";"Meißen. Stadt";"verbandsfreie Gemeinde";"47.40";"2732.81";"40.36";"7.89";"14.10";"33.25";"27135"
"146270150";"Moritzburg";"verbandsfreie Gemeinde";"44.74";"1347.26";"34.47";"3.01";"20.31";"20.93";"8311"
